Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14
AMP22_0143	Creek_Chub	2.14514020290778e-05	0.000117729221548981	2.69313802405487e-06	5.09596443366836e-06	0.000890716084338261	4.33933557189896e-05	1.75487250397287e-05	6.37277755078746e-06	0.998736043830713	2.39500563938898e-05	2.00349945718461e-05	4.54257381634412e-05	1.54750139792125e-05	5.40702102482686e-05
AMP22_0144	Creek_Chub	1.19202388211212e-05	0.000220033678712085	2.56247239823401e-06	5.97809901459824e-06	4.01627765934892e-05	0.000184537836190527	3.94024662225194e-06	7.13058668427468e-06	0.999359966983398	1.10843509082987e-05	1.53352157777993e-05	3.34399462243199e-05	2.63741980350831e-05	7.75338464507856e-05
AMP22_0145	Creek_Chub	7.43538469980119e-06	2.78811761901989e-05	2.82902217664968e-06	5.86041661073087e-06	2.01966253131572e-05	3.47043437346219e-05	3.16828201392078e-06	4.98880544199048e-06	0.999859038203955	5.26781194301537e-06	4.49836387232538e-06	4.89947820698808e-06	1.23942353449493e-05	6.83851584496462e-06
AMP22_0146	Creek_Chub	6.21811340061841e-05	2.63093944867535e-05	2.95670055015116e-06	4.69126219982769e-06	3.76810854237962e-05	1.88016265064507e-05	4.02508200929197e-06	7.07410926151955e-06	0.999790343334278	7.41687070406905e-06	8.44556934747083e-06	6.58843971872883e-06	1.39674707157725e-05	9.51832964127243e-06
AMP22_0148	Creek_Chub	9.45337303674809e-06	4.18387298115021e-05	3.39853955855004e-06	5.77040963361325e-06	5.93380030031962e-05	2.18122049531114e-05	4.61515773874321e-06	5.28929537087261e-06	0.9998082485497	4.97615904613337e-06	6.0328110342225e-06	5.607687864226e-06	1.58582705374596e-05	7.76126952304164e-06
AMP22_0149	Common_Shiner	8.25373875574987e-06	2.02730914935936e-05	2.58453002896492e-06	5.18418890850295e-06	0.998750346302986	2.36696427642902e-05	4.20548994374037e-06	8.29962475190296e-06	4.72044837966343e-05	1.10271335156401e-05	7.94733706820219e-06	0.000352293494224944	2.28883598047787e-05	0.000735823108455386
AMP22_0150	Common_Shiner	1.80392554717247e-05	0.0274310596378588	5.05248964952124e-06	5.50956751353891e-05	0.953762446294228	0.000509199566197686	0.0152790851940711	1.12852108179886e-05	0.00269349468272466	2.71227226347645e-05	1.91905619300582e-05	1.94108505568234e-05	0.000152107518337543	1.7409940498209e-05
AMP22_0152	Common_Shiner	5.43539047989509e-06	8.09864628905597e-06	2.33090919385578e-06	5.22913934387156e-06	6.41619376790206e-06	5.85697571083584e-06	0.999926758666833	3.52870976354795e-06	7.77344571043095e-06	4.89618444372765e-06	5.43261366515471e-06	4.89709049137859e-06	8.31280659607917e-06	5.03385387820028e-06
AMP22_0153	Common_Shiner	9.04215103118787e-06	2.73392075708623e-05	2.01702500420457e-05	5.56333678837249e-06	0.999365312725306	2.91014972578525e-05	6.94073809218715e-06	6.42964924180339e-06	8.97319174688879e-05	1.2612764830256e-05	1.89621913028015e-05	0.000121393177370052	1.64404023995746e-05	0.000270960459769398
AMP22_0154	Common_Shiner	8.4646697908957e-06	3.25739039151933e-05	2.62527353823253e-06	5.70063429782726e-06	0.997062832812468	1.74386233130057e-05	3.4058268126303e-06	5.38408312445753e-06	6.09245861716645e-05	1.08503212126332e-05	6.90953350016289e-06	0.000912130147606938	1.83409786150305e-05	0.00185241874075404
AMP22_0155	Rosyface_Shiner	8.6431958092473e-06	1.33889366961159e-05	2.89149658321151e-06	4.98869478937543e-06	2.66120385721749e-05	1.34085102017829e-05	0.999825119743745	1.00060157366134e-05	2.10505690248332e-05	8.44890785153165e-06	6.49546610979284e-06	1.42653484236234e-05	2.16494631558907e-05	2.3031969330328e-05
AMP22_0156	Rosyface_Shiner	5.34021041262349e-05	0.000391145008382139	9.92794859610804e-06	1.16967967987234e-05	0.00023668708287406	0.000344394877423319	0.996616491287947	0.000713956968263886	0.00121920868979641	2.68085024176092e-05	4.20852990587338e-05	3.05917141978713e-05	0.000271215610933228	3.23879077703827e-05
AMP22_0157	Rosyface_Shiner	1.40319253531549e-05	1.83752902353715e-05	0.0206173735905128	7.32732847872044e-06	1.0340084629008e-05	1.47717734991911e-05	0.979244205594063	7.87462692958545e-06	1.27260244429539e-05	1.05039363111398e-05	1.24260538415529e-05	9.42811872144265e-06	1.39100113957684e-05	6.70583860912769e-06
